ID,loan_amnt,loan_term,interest_rate,loan_grade,loan_subgrade,job_experience,home_ownership,annual_income,income_verification_status,loan_purpose,state_code,debt_to_income,delinq_2yrs,public_records,revolving_balance,total_acc,interest_receive,application_type,last_week_pay,total_current_balance,total_revolving_limit,default
67686810,21000,3 years,12.69,C,C2,<5 Years,MORTGAGE,137000.0,Verified,debt_consolidation,FL,26.0,0.0,0.0,22924,36.0,424.25,INDIVIDUAL,9.0,80463.0,34500.0,0
52566485,7600,3 years,9.99,B,B3,10+ years,RENT,24000.0,Source Verified,credit_card,GA,12.15,0.0,0.0,9959,8.0,400.1,INDIVIDUAL,31.0,9959.0,14300.0,0
5397305,16400,3 years,11.14,B,B2,<5 Years,MORTGAGE,47000.0,Verified,credit_card,NH,16.01,0.0,0.0,14656,20.0,2459.13,INDIVIDUAL,91.0,183318.0,32800.0,1
51858379,7175,3 years,15.61,D,D1,<5 Years,MORTGAGE,55000.0,Source Verified,debt_consolidation,OH,14.31,1.0,5.0,3669,16.0,681.56,INDIVIDUAL,35.0,44289.0,5900.0,0
7207577,10000,3 years,12.12,B,B3,<5 Years,RENT,51000.0,Not Verified,debt_consolidation,NY,18.31,0.0,0.0,4161,14.0,1602.24,INDIVIDUAL,91.0,37906.0,8200.0,1
46757176,35000,3 years,13.33,C,C3,6-10 years,MORTGAGE,231000.0,Source Verified,home_improvement,CO,6.13,0.0,0.0,9782,17.0,3146.47,INDIVIDUAL,39.0,49005.0,36600.0,0
63633163,35000,3 years,7.89,A,A5,10+ years,MORTGAGE,152000.0,Verified,debt_consolidation,NY,7.66,0.0,0.0,66521,19.0,855.55,INDIVIDUAL,17.0,341810.0,124500.0,0
11627511,7000,3 years,14.47,C,C2,10+ years,RENT,45000.0,Verified,debt_consolidation,MN,17.92,1.0,0.0,4819,15.0,326.22,INDIVIDUAL,17.0,33248.0,5400.0,1
10866872,4500,3 years,21.0,E,E1,<5 Years,RENT,25000.0,Not Verified,debt_consolidation,MI,12.63,0.0,0.0,5187,8.0,1421.33,INDIVIDUAL,109.0,7646.0,8400.0,0
63018046,6000,3 years,9.17,B,B2,<5 Years,MORTGAGE,67000.0,Verified,credit_card,MT,10.8,0.0,0.0,4725,28.0,180.91,INDIVIDUAL,17.0,52009.0,4700.0,0
58850517,20000,5 years,10.99,B,B4,10+ years,MORTGAGE,105000.0,Source Verified,home_improvement,AL,25.82,1.0,0.0,32694,24.0,1039.59,INDIVIDUAL,26.0,295692.0,40000.0,0
13386795,18000,3 years,8.9,A,A5,<5 Years,RENT,100000.0,Verified,credit_card,CA,26.27,0.0,0.0,18993,43.0,1185.87,INDIVIDUAL,48.0,254489.0,43960.0,1
69373930,25000,3 years,15.41,D,D1,<5 Years,MORTGAGE,75001.0,Source Verified,debt_consolidation,FL,24.98,0.0,0.0,22543,36.0,602.91,INDIVIDUAL,9.0,271076.0,25900.0,0
5667369,5600,3 years,13.11,B,B4,10+ years,RENT,54000.0,Not Verified,debt_consolidation,NJ,28.6,0.0,0.0,6555,9.0,1080.27,INDIVIDUAL,109.0,15885.0,14200.0,1
3869034,35000,3 years,16.78,C,C5,<5 Years,MORTGAGE,165000.0,Verified,credit_card,NJ,28.57,1.0,0.0,190824,56.0,9248.12,INDIVIDUAL,122.0,369096.0,205553.0,0
728097,1800,3 years,14.84,D,D1,<5 Years,RENT,4800.0,Not Verified,debt_consolidation,CA,0.0,0.0,0.0,0,10.0,419.85,INDIVIDUAL,126.0,,,1
68378167,25000,3 years,6.89,A,A3,,MORTGAGE,80000.0,Verified,debt_consolidation,TX,23.96,1.0,0.0,19081,43.0,273.91,INDIVIDUAL,9.0,193619.0,70700.0,0
28120215,35000,5 years,20.99,E,E4,<5 Years,RENT,225000.0,Verified,debt_consolidation,CA,8.38,0.0,0.0,28273,30.0,4158.95,INDIVIDUAL,35.0,84251.0,29400.0,0
7219806,24000,3 years,8.9,A,A5,<5 Years,RENT,90000.0,Verified,debt_consolidation,VA,11.39,0.0,0.0,25337,21.0,3316.95,INDIVIDUAL,130.0,27514.0,79400.0,0
1790262,4000,3 years,11.14,B,B2,<5 Years,RENT,18500.0,Not Verified,other,MI,2.4,0.0,0.0,2187,4.0,723.79,INDIVIDUAL,156.0,2187.0,14600.0,1
6827045,2000,3 years,17.27,C,C5,<5 Years,RENT,22500.0,Not Verified,credit_card,GA,23.57,0.0,0.0,12458,12.0,561.31,INDIVIDUAL,139.0,19752.0,15300.0,0
68518289,15000,3 years,10.99,B,B4,<5 Years,RENT,102400.0,Source Verified,debt_consolidation,CA,9.38,0.0,0.0,13803,6.0,257.77,INDIVIDUAL,9.0,25777.0,19900.0,0
1790106,6350,3 years,6.62,A,A2,<5 Years,MORTGAGE,40000.0,Source Verified,debt_consolidation,MI,24.45,0.0,0.0,1439,32.0,309.58,INDIVIDUAL,43.0,122155.0,16200.0,0
1446810,9600,3 years,6.03,A,A1,10+ years,MORTGAGE,37584.0,Not Verified,home_improvement,OR,2.43,0.0,0.0,2532,12.0,917.9,INDIVIDUAL,156.0,,,1
68401264,12000,5 years,9.99,B,B3,10+ years,OWN,90000.0,Not Verified,debt_consolidation,PA,21.04,1.0,0.0,99057,18.0,185.19,INDIVIDUAL,9.0,121283.0,117400.0,0
37027094,21000,5 years,19.99,E,E3,10+ years,MORTGAGE,102000.0,Verified,debt_consolidation,NY,13.41,1.0,0.0,17028,34.0,4239.09,INDIVIDUAL,56.0,24836.0,30900.0,0
1641799,11700,3 years,15.8,C,C3,<5 Years,RENT,35000.0,Source Verified,debt_consolidation,MI,25.92,0.0,0.0,10159,25.0,1382.2,INDIVIDUAL,43.0,,,0
22402635,10000,5 years,13.98,C,C3,<5 Years,RENT,85000.0,Source Verified,other,NY,1.51,0.0,0.0,95,18.0,1876.66,INDIVIDUAL,78.0,57167.0,20100.0,0
58609386,12000,3 years,9.17,B,B2,10+ years,MORTGAGE,91000.0,Not Verified,credit_card,NY,9.86,7.0,0.0,15260,45.0,504.29,INDIVIDUAL,26.0,365730.0,19400.0,0
7841174,26250,5 years,24.89,F,F4,10+ years,MORTGAGE,114000.0,Verified,debt_consolidation,AZ,21.76,1.0,0.0,45329,32.0,7795.83,INDIVIDUAL,65.0,224854.0,53200.0,1
71268779,10000,5 years,11.99,C,C1,<5 Years,RENT,30555.0,Not Verified,debt_consolidation,NC,24.12,0.0,0.0,12120,25.0,0.0,INDIVIDUAL,,47911.0,30000.0,0
21649235,25000,3 years,8.39,A,A5,6-10 years,OWN,75000.0,Source Verified,debt_consolidation,HI,15.15,0.0,0.0,6476,13.0,2558.13,INDIVIDUAL,83.0,19839.0,10600.0,0
62988307,14000,3 years,15.61,D,D1,6-10 years,RENT,37000.0,Not Verified,debt_consolidation,CA,27.73,0.0,0.0,28302,26.0,692.13,INDIVIDUAL,17.0,283682.0,60700.0,0
49488414,15600,5 years,13.33,C,C3,6-10 years,RENT,50000.0,Not Verified,debt_consolidation,NJ,18.03,1.0,0.0,10134,31.0,1316.16,INDIVIDUAL,35.0,258953.0,21100.0,0
16702025,9175,3 years,12.99,B,B5,<5 Years,RENT,22000.0,Source Verified,credit_card,CA,11.51,0.0,0.0,6171,16.0,1525.56,INDIVIDUAL,87.0,6171.0,7800.0,0
64251863,4000,3 years,14.65,C,C5,10+ years,RENT,20349.0,Source Verified,other,CA,5.01,0.0,0.0,2191,20.0,182.24,INDIVIDUAL,17.0,2191.0,4700.0,0
51994171,12600,5 years,25.57,F,F5,6-10 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,WA,27.51,0.0,0.0,3794,21.0,1566.77,INDIVIDUAL,26.0,65768.0,16400.0,1
40394186,7000,3 years,9.49,B,B2,10+ years,MORTGAGE,106000.0,Not Verified,credit_card,TX,9.89,1.0,0.0,4879,47.0,566.43,INDIVIDUAL,52.0,221426.0,12900.0,0
21939589,10000,3 years,9.17,B,B1,10+ years,MORTGAGE,56500.0,Source Verified,debt_consolidation,FL,12.72,0.0,0.0,4929,19.0,1080.24,INDIVIDUAL,78.0,293427.0,14500.0,0
72109409,16800,3 years,13.67,C,C4,6-10 years,RENT,42000.0,Verified,debt_consolidation,CA,24.94,0.0,2.0,10207,15.0,165.86,INDIVIDUAL,4.0,28509.0,19300.0,0
42573284,5000,3 years,7.49,A,A4,10+ years,MORTGAGE,72500.0,Verified,debt_consolidation,IL,8.49,3.0,0.0,7602,27.0,304.36,INDIVIDUAL,48.0,172959.0,9900.0,0
33899901,18000,5 years,14.49,C,C4,10+ years,MORTGAGE,87360.0,Source Verified,debt_consolidation,NC,6.28,0.0,0.0,6016,7.0,2955.82,INDIVIDUAL,65.0,260108.0,6600.0,0
43845056,7000,3 years,16.55,D,D2,,RENT,50000.0,Source Verified,debt_consolidation,HI,5.16,0.0,0.0,11502,8.0,696.11,INDIVIDUAL,35.0,11502.0,26000.0,0
872455,4200,3 years,7.29,A,A4,<5 Years,RENT,61600.0,Not Verified,debt_consolidation,IL,6.58,0.0,0.0,5475,14.0,452.98,INDIVIDUAL,122.0,,,1
48073177,4000,3 years,15.61,D,D1,<5 Years,RENT,37000.0,Not Verified,debt_consolidation,NY,19.23,0.0,0.0,1138,13.0,422.43,INDIVIDUAL,39.0,24890.0,1800.0,0
49272413,21600,3 years,6.68,A,A3,<5 Years,RENT,75000.0,Source Verified,credit_card,CA,24.43,0.0,0.0,26963,28.0,963.79,INDIVIDUAL,39.0,114115.0,53600.0,0
7847021,6600,3 years,14.33,C,C2,,RENT,40000.0,Verified,credit_card,SD,27.48,0.0,0.0,6018,31.0,1484.94,INDIVIDUAL,126.0,54460.0,10600.0,0
1500551,5600,3 years,9.76,B,B1,10+ years,RENT,31000.0,Not Verified,credit_card,UT,17.5,0.0,0.0,14959,19.0,820.02,INDIVIDUAL,117.0,,,0
14719384,10000,3 years,12.49,B,B4,10+ years,RENT,105000.0,Not Verified,credit_card,CA,11.6,0.0,0.0,15636,36.0,1695.45,INDIVIDUAL,96.0,25170.0,50700.0,0
37145362,5000,3 years,12.99,C,C2,<5 Years,RENT,24000.0,Not Verified,credit_card,MO,26.65,0.0,0.0,6795,8.0,599.26,INDIVIDUAL,61.0,25112.0,7600.0,0
66362832,9000,3 years,9.17,B,B2,10+ years,OWN,120000.0,Not Verified,debt_consolidation,MA,5.73,0.0,0.0,2248,13.0,196.73,INDIVIDUAL,13.0,23549.0,7000.0,0
338349,4000,3 years,17.34,G,G1,<5 Years,RENT,30000.0,Not Verified,debt_consolidation,NJ,28.56,1.0,0.0,14951,13.0,1158.17,INDIVIDUAL,156.0,,,1
19045142,10000,3 years,14.49,C,C4,6-10 years,MORTGAGE,56000.0,Not Verified,other,NC,26.21,0.0,0.0,18353,18.0,1799.78,INDIVIDUAL,83.0,265703.0,21200.0,0
10329129,25000,5 years,12.99,B,B4,<5 Years,MORTGAGE,85000.0,Verified,credit_card,PA,21.84,0.0,0.0,38344,33.0,5890.84,INDIVIDUAL,113.0,244550.0,56300.0,0
45322007,5000,3 years,9.99,B,B3,10+ years,RENT,67000.0,Source Verified,debt_consolidation,NY,26.15,1.0,0.0,2119,19.0,367.62,INDIVIDUAL,44.0,41149.0,2400.0,0
42565802,4000,3 years,12.39,C,C1,,MORTGAGE,25620.0,Verified,debt_consolidation,OH,23.56,0.0,0.0,6899,34.0,394.71,INDIVIDUAL,48.0,76425.0,13100.0,0
57898038,8000,3 years,13.99,C,C4,<5 Years,MORTGAGE,50000.0,Source Verified,debt_consolidation,CA,38.91,0.0,0.0,9673,21.0,521.39,INDIVIDUAL,26.0,145339.0,10400.0,0
25446459,7000,3 years,9.17,B,B1,<5 Years,MORTGAGE,39000.0,Not Verified,credit_card,FL,11.05,1.0,0.0,5325,57.0,727.27,INDIVIDUAL,78.0,194666.0,15000.0,0
42243940,20000,5 years,25.8,G,G1,<5 Years,RENT,40150.0,Source Verified,debt_consolidation,WY,13.15,0.0,1.0,3233,10.0,4514.06,INDIVIDUAL,48.0,11882.0,6500.0,0
13666749,12000,3 years,6.62,A,A2,6-10 years,OWN,92000.0,Verified,home_improvement,OH,23.27,0.0,0.0,18135,35.0,1084.0,INDIVIDUAL,100.0,252971.0,75200.0,0
6727594,28000,3 years,14.33,C,C1,10+ years,MORTGAGE,110000.0,Verified,credit_card,NJ,23.41,0.0,0.0,29366,28.0,6441.26,INDIVIDUAL,139.0,282133.0,35376.0,0
728566,5500,3 years,10.38,B,B1,<5 Years,RENT,45000.0,Source Verified,other,VA,5.65,0.0,0.0,1391,12.0,923.62,INDIVIDUAL,161.0,,,1
1745547,12000,3 years,8.9,A,A5,<5 Years,RENT,65000.0,Not Verified,credit_card,PA,7.52,0.0,0.0,16557,14.0,689.48,INDIVIDUAL,39.0,16557.0,42048.0,1
8320542,20000,5 years,15.22,C,C3,10+ years,MORTGAGE,80000.0,Verified,home_improvement,IL,18.26,0.0,0.0,16452,35.0,4443.95,INDIVIDUAL,82.0,315216.0,32700.0,1
72230315,35000,3 years,9.76,B,B3,<5 Years,MORTGAGE,120000.0,Source Verified,debt_consolidation,HI,29.55,1.0,0.0,47417,29.0,246.71,INDIVIDUAL,4.0,349977.0,95600.0,0
61995244,17000,5 years,17.86,D,D5,6-10 years,RENT,34000.0,Verified,debt_consolidation,NY,23.76,0.0,0.0,16023,17.0,962.33,INDIVIDUAL,17.0,22623.0,22900.0,0
3921955,16000,5 years,21.49,E,E3,<5 Years,MORTGAGE,67000.0,Source Verified,credit_card,MO,21.65,0.0,0.0,21582,34.0,8074.93,INDIVIDUAL,152.0,131067.0,24200.0,0
36204681,20000,5 years,11.44,B,B4,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,NY,17.12,0.0,0.0,19025,21.0,2432.53,INDIVIDUAL,61.0,32944.0,32300.0,0
39990197,6000,3 years,16.49,D,D3,10+ years,OWN,50000.0,Verified,other,NY,18.05,1.0,0.0,6291,26.0,919.8,INDIVIDUAL,57.0,183168.0,8500.0,0
24575424,13000,3 years,6.03,A,A1,<5 Years,MORTGAGE,82000.0,Not Verified,debt_consolidation,CT,16.68,0.0,0.0,10193,35.0,562.52,INDIVIDUAL,39.0,200622.0,24700.0,1
3922109,27000,5 years,17.27,C,C5,10+ years,RENT,93000.0,Verified,credit_card,VA,29.9,0.0,0.0,44184,24.0,9016.1,INDIVIDUAL,117.0,55422.0,50900.0,1
4579906,20675,3 years,15.31,C,C2,10+ years,RENT,47000.0,Verified,debt_consolidation,NY,24.94,0.0,0.0,17094,19.0,4512.4,INDIVIDUAL,100.0,23972.0,23600.0,1
31436548,9600,3 years,6.03,A,A1,6-10 years,MORTGAGE,73000.0,Not Verified,debt_consolidation,KY,16.06,0.0,1.0,4404,31.0,447.81,INDIVIDUAL,43.0,179432.0,27100.0,1
22401523,23000,3 years,10.15,B,B2,<5 Years,MORTGAGE,125000.0,Verified,credit_card,VA,18.45,0.0,0.0,20166,24.0,585.2,INDIVIDUAL,18.0,699919.0,67400.0,1
33549516,15000,5 years,12.99,C,C1,<5 Years,RENT,35000.0,Source Verified,debt_consolidation,FL,14.81,0.0,0.0,5763,11.0,2211.67,INDIVIDUAL,65.0,14939.0,24300.0,0
7449460,9000,3 years,13.68,C,C1,<5 Years,RENT,45688.0,Not Verified,debt_consolidation,CA,26.08,0.0,0.0,6445,27.0,580.1,INDIVIDUAL,26.0,37100.0,7800.0,0
144338,5600,3 years,9.33,B,B3,<5 Years,RENT,95000.0,Not Verified,other,NY,0.13,0.0,0.0,327,1.0,841.0,INDIVIDUAL,157.0,,,1
20487019,10000,3 years,12.99,C,C1,6-10 years,MORTGAGE,47000.0,Source Verified,debt_consolidation,NC,3.75,0.0,1.0,6382,30.0,1546.3,INDIVIDUAL,83.0,257877.0,15800.0,0
65134901,10000,3 years,11.53,B,B5,<5 Years,RENT,40000.0,Source Verified,debt_consolidation,CA,14.73,0.0,0.0,10082,11.0,275.08,INDIVIDUAL,13.0,11558.0,13800.0,0
30225199,35000,5 years,18.24,D,D5,,MORTGAGE,74500.0,Verified,credit_card,DE,31.6,0.0,0.0,44275,27.0,7328.04,INDIVIDUAL,65.0,310371.0,54000.0,0
431756,3000,3 years,15.05,D,D4,<5 Years,MORTGAGE,41600.0,Not Verified,other,OK,18.95,1.0,0.0,4285,14.0,744.51,INDIVIDUAL,161.0,,,1
55275961,10000,3 years,9.17,B,B2,10+ years,MORTGAGE,53000.0,Not Verified,credit_card,VA,39.24,0.0,0.0,12117,33.0,490.43,INDIVIDUAL,31.0,241046.0,31700.0,0
66304452,4200,3 years,11.53,B,B5,6-10 years,MORTGAGE,60000.0,Source Verified,credit_card,MI,17.82,0.0,2.0,11101,18.0,94.56,INDIVIDUAL,13.0,60628.0,15600.0,0
6344056,23850,3 years,17.77,D,D1,10+ years,RENT,96500.0,Source Verified,debt_consolidation,TX,14.69,1.0,0.0,11388,18.0,3464.95,INDIVIDUAL,57.0,20526.0,19200.0,1
863674,10625,3 years,16.4,E,E1,6-10 years,MORTGAGE,34560.0,Verified,debt_consolidation,MA,21.7,0.0,0.0,9120,10.0,2842.17,INDIVIDUAL,143.0,,,1
58720349,25000,5 years,22.99,F,F2,10+ years,MORTGAGE,78000.0,Verified,debt_consolidation,FL,16.48,0.0,0.0,6244,22.0,432.84,INDIVIDUAL,13.0,147034.0,11300.0,0
19786298,13000,3 years,10.15,B,B2,<5 Years,RENT,40000.0,Not Verified,debt_consolidation,CO,11.22,0.0,0.0,9762,19.0,1650.81,INDIVIDUAL,83.0,9798.0,41500.0,0
14617991,17600,3 years,12.99,B,B5,10+ years,RENT,140000.0,Source Verified,debt_consolidation,CA,12.12,0.0,1.0,24431,29.0,3020.25,INDIVIDUAL,96.0,68007.0,37300.0,0
23162649,20000,5 years,13.98,C,C3,10+ years,MORTGAGE,87815.0,Source Verified,credit_card,CO,16.66,0.0,0.0,20042,24.0,3753.31,INDIVIDUAL,78.0,173633.0,42800.0,0
16601921,10000,3 years,12.49,B,B4,<5 Years,MORTGAGE,73000.0,Verified,other,OH,21.68,0.0,1.0,4527,31.0,1570.71,INDIVIDUAL,87.0,43288.0,6150.0,0
67786994,12000,3 years,14.65,C,C5,<5 Years,OWN,46800.0,Verified,debt_consolidation,OH,13.56,0.0,0.0,13399,9.0,279.97,INDIVIDUAL,13.0,88985.0,15100.0,0
73160256,16200,5 years,18.99,E,E1,10+ years,MORTGAGE,45000.0,Not Verified,debt_consolidation,CA,23.63,0.0,0.0,26264,38.0,0.0,INDIVIDUAL,,49661.0,69100.0,0
43216836,16000,5 years,11.44,B,B4,<5 Years,RENT,100000.0,Not Verified,credit_card,NY,17.05,0.0,0.0,15501,29.0,1560.38,INDIVIDUAL,48.0,216379.0,21900.0,0
22671083,5075,3 years,14.99,C,C5,<5 Years,MORTGAGE,100000.0,Verified,credit_card,MS,9.82,0.0,0.0,4268,27.0,911.05,INDIVIDUAL,78.0,277944.0,9600.0,0
39324098,28000,5 years,17.14,D,D4,<5 Years,MORTGAGE,80000.0,Source Verified,home_improvement,AZ,13.26,1.0,0.0,17269,23.0,4241.32,INDIVIDUAL,48.0,234107.0,22700.0,1
60938424,28000,5 years,8.18,B,B1,10+ years,MORTGAGE,89000.0,Not Verified,credit_card,TX,17.69,0.0,0.0,39001,24.0,766.97,INDIVIDUAL,22.0,95363.0,53900.0,0
60204316,28000,5 years,7.26,A,A4,10+ years,RENT,175000.0,Source Verified,credit_card,CA,7.24,0.0,1.0,19843,35.0,666.24,INDIVIDUAL,17.0,31733.0,48200.0,0
1187743,6000,3 years,7.51,A,A3,6-10 years,RENT,25000.0,Source Verified,debt_consolidation,NJ,22.71,0.0,0.0,4679,14.0,718.1,INDIVIDUAL,157.0,,,1
61567467,25000,5 years,13.33,C,C3,,MORTGAGE,80000.0,Not Verified,debt_consolidation,NY,25.82,0.0,0.0,16118,31.0,1336.86,INDIVIDUAL,22.0,410852.0,24500.0,0
4027180,25900,5 years,11.14,B,B2,6-10 years,MORTGAGE,88140.0,Source Verified,home_improvement,AZ,2.79,0.0,0.0,2704,34.0,6420.31,INDIVIDUAL,152.0,203096.0,63579.0,0
40523209,6000,3 years,8.19,A,A5,6-10 years,MORTGAGE,44000.0,Not Verified,debt_consolidation,OR,3.19,0.0,0.0,2419,5.0,446.31,INDIVIDUAL,57.0,104192.0,16500.0,0
36154889,15000,3 years,11.44,B,B4,10+ years,RENT,72000.0,Source Verified,debt_consolidation,NY,25.75,0.0,0.0,23457,24.0,1373.95,INDIVIDUAL,48.0,27603.0,40100.0,0
31116476,12525,3 years,20.2,E,E3,,OWN,49000.0,Verified,debt_consolidation,NY,34.63,0.0,0.0,13090,25.0,2549.29,INDIVIDUAL,65.0,41077.0,14100.0,0
3870961,17625,3 years,13.11,B,B4,<5 Years,MORTGAGE,48000.0,Not Verified,credit_card,MA,13.35,0.0,0.0,10734,10.0,2751.71,INDIVIDUAL,78.0,115567.0,13400.0,1
21910051,2500,3 years,20.2,E,E3,6-10 years,RENT,56000.0,Not Verified,other,TX,31.88,0.0,0.0,11783,36.0,613.33,INDIVIDUAL,78.0,33501.0,24700.0,0
16009990,5375,3 years,12.49,B,B4,10+ years,MORTGAGE,69000.0,Not Verified,debt_consolidation,WI,28.21,0.0,0.0,13169,28.0,886.71,INDIVIDUAL,91.0,407848.0,13900.0,0
14999723,11000,3 years,10.99,B,B2,<5 Years,MORTGAGE,60000.0,Not Verified,credit_card,TN,16.59,0.0,0.0,15634,33.0,1632.66,INDIVIDUAL,96.0,35976.0,31200.0,0
575808,15000,3 years,12.87,C,C1,6-10 years,MORTGAGE,101416.0,Not Verified,debt_consolidation,MD,14.07,1.0,0.0,18213,24.0,2109.26,INDIVIDUAL,74.0,,,1
9419368,13300,3 years,14.3,C,C1,<5 Years,MORTGAGE,41000.0,Source Verified,credit_card,AL,26.52,1.0,0.0,12356,27.0,2898.41,INDIVIDUAL,117.0,143988.0,14000.0,0
59479022,12000,5 years,12.29,C,C1,<5 Years,MORTGAGE,98000.0,Not Verified,debt_consolidation,IL,30.2,0.0,0.0,93957,22.0,591.22,INDIVIDUAL,26.0,356707.0,101500.0,0
68458723,30000,3 years,11.49,B,B5,<5 Years,MORTGAGE,60000.0,Verified,credit_card,TX,27.44,0.0,0.0,27406,37.0,529.48,INDIVIDUAL,9.0,170593.0,41300.0,0
47963590,5000,3 years,8.18,B,B1,,MORTGAGE,99677.0,Source Verified,credit_card,CA,3.0,1.0,0.0,9913,18.0,230.84,INDIVIDUAL,35.0,9913.0,13100.0,0
1741390,6000,3 years,14.33,C,C1,<5 Years,RENT,50000.0,Not Verified,debt_consolidation,CA,19.63,0.0,0.0,7242,21.0,1417.02,INDIVIDUAL,156.0,13627.0,12700.0,1
14540682,18150,3 years,13.65,C,C1,<5 Years,MORTGAGE,56000.0,Not Verified,debt_consolidation,CO,24.5,0.0,0.0,9356,18.0,3376.16,INDIVIDUAL,96.0,41992.0,18000.0,0
13318796,7000,3 years,14.16,C,C2,10+ years,MORTGAGE,54000.0,Verified,debt_consolidation,CO,5.11,0.0,1.0,6187,32.0,1273.33,INDIVIDUAL,87.0,242822.0,10400.0,0
3417449,10000,3 years,12.12,B,B3,<5 Years,MORTGAGE,45000.0,Source Verified,credit_card,TX,13.49,0.0,1.0,8429,14.0,1701.8,INDIVIDUAL,113.0,22964.0,14100.0,1
19685320,4500,3 years,16.29,D,D2,<5 Years,RENT,43000.0,Source Verified,other,IN,17.33,0.0,1.0,518,22.0,915.25,INDIVIDUAL,83.0,17342.0,10500.0,0
8527293,15000,3 years,7.9,A,A4,6-10 years,MORTGAGE,135000.0,Source Verified,debt_consolidation,MD,6.74,0.0,0.0,17682,32.0,1787.36,INDIVIDUAL,126.0,24625.0,36500.0,0
71177931,35000,3 years,13.18,C,C3,10+ years,MORTGAGE,250000.0,Source Verified,other,CO,4.51,0.0,0.0,38905,8.0,358.79,INDIVIDUAL,4.0,534542.0,40000.0,0
70049421,24000,3 years,8.18,B,B1,<5 Years,MORTGAGE,115000.0,Source Verified,debt_consolidation,MN,17.44,0.0,0.0,16722,20.0,312.26,INDIVIDUAL,9.0,254731.0,18400.0,0
2434127,6975,3 years,17.77,D,D1,<5 Years,RENT,38593.65,Source Verified,debt_consolidation,FL,17.35,0.0,0.0,7932,13.0,2070.61,INDIVIDUAL,156.0,15199.0,8400.0,1
67807390,6400,3 years,7.89,A,A5,<5 Years,RENT,54000.0,Verified,other,LA,6.84,0.0,0.0,8040,18.0,77.51,INDIVIDUAL,13.0,13890.0,38000.0,0
4584669,1625,3 years,18.75,D,D3,<5 Years,RENT,22500.0,Not Verified,debt_consolidation,CA,24.16,0.0,0.0,2823,7.0,508.46,INDIVIDUAL,148.0,21626.0,3800.0,0
5780648,10000,3 years,15.31,C,C2,6-10 years,MORTGAGE,57000.0,Verified,debt_consolidation,CA,21.49,1.0,0.0,4776,38.0,1682.48,INDIVIDUAL,70.0,195705.0,6000.0,1
60254394,24000,5 years,19.99,E,E4,<5 Years,MORTGAGE,110000.0,Source Verified,debt_consolidation,TX,13.52,0.0,0.0,25402,36.0,1652.12,INDIVIDUAL,22.0,63069.0,75600.0,0
6277036,12000,3 years,13.11,B,B4,<5 Years,MORTGAGE,40000.0,Verified,debt_consolidation,NY,9.57,0.0,0.0,11197,15.0,1717.92,INDIVIDUAL,70.0,127744.0,13400.0,1
23854155,23000,3 years,10.99,B,B3,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,NY,11.51,0.0,0.0,29375,58.0,2919.59,INDIVIDUAL,78.0,29871.0,125800.0,0
18193571,15000,5 years,12.49,B,B5,10+ years,MORTGAGE,80000.0,Not Verified,debt_consolidation,NY,22.98,0.0,0.0,43951,20.0,2623.89,INDIVIDUAL,83.0,177493.0,60600.0,0
48602023,25000,5 years,11.53,B,B5,10+ years,MORTGAGE,78000.0,Source Verified,debt_consolidation,TX,33.69,0.0,0.0,13535,21.0,2020.18,INDIVIDUAL,39.0,156845.0,17500.0,0
5025547,30000,5 years,21.0,E,E2,6-10 years,RENT,97000.0,Verified,debt_consolidation,MD,14.76,0.0,0.0,30089,21.0,14128.03,INDIVIDUAL,144.0,40046.0,31400.0,0
45402008,21000,3 years,10.99,B,B4,10+ years,MORTGAGE,150000.0,Verified,debt_consolidation,CA,26.53,0.0,0.0,50592,48.0,1701.33,INDIVIDUAL,44.0,400839.0,75700.0,0
14599503,7350,3 years,14.16,C,C2,<5 Years,MORTGAGE,35000.0,Not Verified,other,TX,0.86,0.0,0.0,81,12.0,1420.7,INDIVIDUAL,96.0,113846.0,1500.0,0
41685847,30000,3 years,8.67,B,B1,,MORTGAGE,120000.0,Source Verified,credit_card,WI,13.37,1.0,0.0,27420,34.0,2228.63,INDIVIDUAL,52.0,353751.0,52800.0,0
55356373,7000,3 years,13.33,C,C3,<5 Years,RENT,21000.0,Verified,other,WA,12.12,0.0,0.0,7248,17.0,434.44,INDIVIDUAL,26.0,28250.0,19100.0,0
67768960,7600,3 years,12.05,C,C1,6-10 years,OWN,40000.0,Source Verified,credit_card,LA,9.36,0.0,0.0,8952,7.0,66.14,INDIVIDUAL,9.0,11848.0,12800.0,0
67597087,20000,3 years,10.99,B,B4,<5 Years,RENT,100000.0,Verified,other,NJ,9.37,0.0,0.0,26628,21.0,349.81,INDIVIDUAL,9.0,41249.0,52500.0,0
62119118,10000,5 years,10.99,B,B4,6-10 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,IN,35.54,0.0,0.0,14698,25.0,434.08,INDIVIDUAL,22.0,96243.0,43400.0,0
41220372,4000,3 years,17.14,D,D4,<5 Years,OWN,51000.0,Not Verified,other,FL,26.03,0.0,0.0,45960,40.0,366.48,INDIVIDUAL,26.0,333443.0,54200.0,1
